Transaction_Id,Transaction_Date,Customer Name,Transaction_Status,Transaction_Type,Customer_Segment,State,Total Amount,Total Fees,Total Tax
T00020618,2025-08-10 00:00:00,Reyansh Iyer,Success,Card Payment,Premium,Gujarat,₹ 1573.51,₹ 0.00,₹ 0.00
T00020619,2025-08-24 00:00:00,Vivaan Agarwal,Success,Withdrawal,Wealth,Gujarat,₹ 2475.50,₹ 0.00,₹ 0.00
T00020843,2025-08-02 00:00:00,Ira Iyer,Success,Bill Payment,SME,Gujarat,₹ 3860.31,₹ 0.00,₹ 0.00
T00021111,2025-08-10 00:00:00,Aditya Chopra,Success,Transfer,Wealth,Gujarat,₹ 17624.00,₹ 35.25,₹ 6.34
T00021378,2025-08-09 00:00:00,Arjun Agarwal,Success,Loan EMI,Retail,Gujarat,₹ 24864.81,₹ 49.73,₹ 8.95
T00021516,2025-08-07 00:00:00,Aadhya Joshi,Success,Card Payment,Retail,Gujarat,₹ 1577.36,₹ 0.00,₹ 0.00
T00021532,2025-08-31 00:00:00,Diya Desai,Success,Loan EMI,Premium,Gujarat,₹ 10381.08,₹ 20.76,₹ 3.74
T00021560,2025-08-19 00:00:00,Diya Desai,Failed,Refund,Premium,Gujarat,₹ 2725.61,₹ 0.00,₹ 0.00
T00022505,2025-08-09 00:00:00,Sara Joshi,Failed,Interest Credit,Retail,Gujarat,₹ 3724.92,₹ 0.00,₹ 0.00
T00023255,2025-08-25 00:00:00,Ira Kulkarni,Success,Withdrawal,Retail,Gujarat,₹ 2562.79,₹ 0.00,₹ 0.00
T00023877,2025-08-26 00:00:00,Aditya Sharma,Success,Transfer,Retail,Gujarat,₹ 6068.69,₹ 6.07,₹ 1.09
T00024152,2025-08-26 00:00:00,Sneha Gupta,Success,Card Payment,Retail,Gujarat,₹ 8954.89,₹ 8.95,₹ 1.61
T00024169,2025-08-08 00:00:00,Vivaan Mehta,Success,Deposit,Retail,Gujarat,₹ 5295.29,₹ 26.48,₹ 4.77
T00024325,2025-08-16 00:00:00,Vihaan Mishra,Success,Fee Charge,Premium,Gujarat,₹ 801.60,₹ 0.00,₹ 0.00
T00024333,2025-08-22 00:00:00,Sara Nair,Success,Refund,Corporate,Gujarat,₹ 882.08,₹ 4.41,₹ 0.79
T00024867,2025-08-21 00:00:00,Myra Gupta,Success,Deposit,Retail,Gujarat,₹ 30700.44,₹ 61.40,₹ 11.05
T00026994,2025-08-24 00:00:00,Sneha Gupta,Success,Card Payment,Retail,Gujarat,₹ 8476.63,₹ 0.00,₹ 0.00
T00028092,2025-08-19 00:00:00,Reyansh Verma,Success,Refund,Premium,Gujarat,₹ 2575.37,₹ 14.52,₹ 0.46
T00028176,2025-08-08 00:00:00,Vihaan Jain,Success,Refund,Retail,Gujarat,₹ 2091.13,₹ 0.00,₹ 0.00
T00028298,2025-08-11 00:00:00,Vihaan Agarwal,Success,Interest Credit,Premium,Gujarat,₹ 4296.67,₹ 0.00,₹ 0.00
T00028558,2025-08-07 00:00:00,Neha Verma,Success,Bill Payment,Premium,Gujarat,₹ 6642.35,₹ 6.64,₹ 1.20
T00029488,2025-08-16 00:00:00,Vihaan Jain,Success,Fee Charge,Retail,Gujarat,₹ 96.16,₹ 0.00,₹ 0.00
T00029535,2025-08-12 00:00:00,Nisha Kulkarni,Success,Transfer,Premium,Gujarat,₹ 43022.10,₹ 43.02,₹ 7.74
T00029863,2025-08-18 00:00:00,Diya Joshi,Success,Loan EMI,Retail,Gujarat,₹ 6071.42,₹ 12.14,₹ 2.19
T00030158,2025-08-31 00:00:00,Vivaan Agarwal,Success,Investment,Premium,Gujarat,₹ 6719.93,₹ 6.72,₹ 1.21
T00030385,2025-08-05 00:00:00,Anika Reddy,Success,Transfer,Premium,Gujarat,₹ 5463.14,₹ 10.93,₹ 1.97
T00030452,2025-08-01 00:00:00,Anika Mishra,Success,Bill Payment,SME,Gujarat,₹ 7484.33,₹ 0.00,₹ 0.00
T00030461,2025-08-04 00:00:00,Anika Verma,Success,Interest Credit,Retail,Gujarat,₹ 3627.55,₹ 0.00,₹ 0.00
T00030926,2025-08-31 00:00:00,Kabir Mehta,Success,Fee Charge,SME,Gujarat,₹ 267.00,₹ 0.27,₹ 0.05
T00031255,2025-08-20 00:00:00,Amit Desai,Success,Card Payment,Retail,Gujarat,₹ 6692.99,₹ 33.46,₹ 6.02
T00031283,2025-08-23 00:00:00,Vivaan Kapoor,Success,Deposit,Premium,Gujarat,₹ 1882.44,₹ 0.00,₹ 0.00
T00032294,2025-08-04 00:00:00,Amit Malhotra,Success,Withdrawal,Wealth,Gujarat,₹ 3301.30,₹ 3.30,₹ 0.59
T00032411,2025-08-05 00:00:00,Anika Agarwal,Success,Interest Credit,Premium,Gujarat,₹ 3404.99,₹ 0.00,₹ 0.00
T00032670,2025-08-05 00:00:00,Nisha Chopra,Success,Loan EMI,SME,Gujarat,₹ 6994.96,₹ 0.00,₹ 0.00
T00033127,2025-08-23 00:00:00,Ayaan Desai,Success,Loan EMI,SME,Gujarat,₹ 7245.17,₹ 36.23,₹ 6.52
T00033247,2025-08-27 00:00:00,Aadhya Agarwal,Success,Transfer,Retail,Gujarat,₹ 3088.65,₹ 6.18,₹ 1.11
T00033255,2025-08-12 00:00:00,Ira Kulkarni,Success,Loan EMI,SME,Gujarat,₹ 7088.70,₹ 14.18,₹ 2.55
T00034190,2025-08-05 00:00:00,Krishna Verma,Success,Loan EMI,Premium,Gujarat,₹ 4690.39,₹ 9.38,₹ 1.69
T00034293,2025-08-09 00:00:00,Ayaan Jain,Success,Refund,Corporate,Gujarat,₹ 3230.16,₹ 0.00,₹ 0.00
T00034314,2025-08-15 00:00:00,Krishna Nair,Success,Refund,Premium,Gujarat,₹ 4155.09,₹ 8.31,₹ 1.50
T00034548,2025-08-16 00:00:00,Rohan Jain,Success,Loan EMI,Retail,Gujarat,₹ 3883.22,₹ 3.88,₹ 0.70
T00034608,2025-08-09 00:00:00,Aarav Desai,Success,Loan EMI,Premium,Gujarat,₹ 1784.19,₹ 0.00,₹ 0.00
T00035678,2025-08-27 00:00:00,Amit Mehta,Failed,Investment,SME,Gujarat,₹ 8349.95,₹ 41.75,₹ 7.51
T00035721,2025-08-08 00:00:00,Krishna Singh,Success,Fee Charge,Corporate,Gujarat,₹ 882.92,₹ 0.00,₹ 0.00
T00036379,2025-08-29 00:00:00,Kiara Gupta,Success,Loan EMI,Premium,Gujarat,₹ 16734.44,₹ 0.00,₹ 0.00
T00036418,2025-08-30 00:00:00,Nisha Desai,Failed,Fee Charge,Retail,Gujarat,₹ 560.94,₹ 0.00,₹ 0.00
T00036843,2025-08-30 00:00:00,Rohan Kulkarni,Success,Investment,Retail,Gujarat,₹ 5804.06,₹ 11.61,₹ 2.09
T00036933,2025-08-09 00:00:00,Anika Mehta,Success,Loan EMI,Wealth,Gujarat,₹ 4034.84,₹ 8.07,₹ 1.45
T00037588,2025-08-30 00:00:00,Karan Reddy,Success,Transfer,Retail,Gujarat,₹ 7948.41,₹ 0.00,₹ 0.00
T00037809,2025-08-22 00:00:00,Neha Patel,Success,Transfer,Retail,Gujarat,₹ 54198.01,₹ 270.99,₹ 48.78
T00038278,2025-08-29 00:00:00,Aditya Agarwal,Success,Refund,Retail,Gujarat,₹ 2019.37,₹ 10.10,₹ 1.82
T00039177,2025-08-02 00:00:00,Amit Mehta,Success,Interest Credit,SME,Gujarat,₹ 1149.36,₹ 2.30,₹ 0.41
T00039263,2025-08-20 00:00:00,Krishna Kapoor,Success,Transfer,Retail,Gujarat,₹ 2055.80,₹ 2.06,₹ 0.37
T00039268,2025-08-04 00:00:00,Vihaan Jain,Success,Interest Credit,Wealth,Gujarat,₹ 59.91,₹ 0.00,₹ 0.00
T00039526,2025-08-30 00:00:00,Vivaan Mishra,Success,Investment,Retail,Gujarat,₹ 41035.38,₹ 0.00,₹ 0.00
T00039781,2025-08-27 00:00:00,Rahul Kumar,Success,Loan EMI,Corporate,Gujarat,₹ 11360.38,₹ 0.00,₹ 0.00
T00039843,2025-08-01 00:00:00,Ishaan Verma,Success,Interest Credit,Retail,Gujarat,₹ 1052.08,₹ 2.10,₹ 0.38
T00040062,2025-08-02 00:00:00,Aditya Sharma,Failed,Loan EMI,Retail,Gujarat,₹ 7467.43,₹ 14.93,₹ 2.69
T00040150,2025-08-03 00:00:00,Diya Kulkarni,Pending,Loan EMI,Premium,Gujarat,₹ 17325.00,₹ 86.62,₹ 15.59
T00040303,2025-08-23 00:00:00,Nisha Patel,Success,Fee Charge,Wealth,Gujarat,₹ 61.81,₹ 0.00,₹ 0.00
T00040600,2025-08-12 00:00:00,Krishna Sharma,Success,Withdrawal,Premium,Gujarat,₹ 20049.83,₹ 0.00,₹ 0.00
T00040739,2025-08-16 00:00:00,Aditya Agarwal,Success,Card Payment,Retail,Gujarat,₹ 4808.95,₹ 24.04,₹ 4.33
T00040776,2025-08-04 00:00:00,Rahul Mishra,Success,Investment,Retail,Gujarat,₹ 2451.22,₹ 12.26,₹ 2.21
T00041729,2025-08-24 00:00:00,Pooja Singh,Success,Interest Credit,Retail,Gujarat,₹ 173.97,₹ 0.00,₹ 0.00
T00041763,2025-08-30 00:00:00,Aditya Iyer,Success,Loan EMI,Retail,Gujarat,₹ 15251.14,₹ 0.00,₹ 0.00
T00041983,2025-08-17 00:00:00,Riya Reddy,Success,Bill Payment,Retail,Gujarat,₹ 1973.29,₹ 1.97,₹ 0.35
T00042675,2025-08-10 00:00:00,Aarav Desai,Success,Transfer,SME,Gujarat,₹ 11707.86,₹ 0.00,₹ 0.00
T00042839,2025-08-21 00:00:00,Aditya Nair,Success,Transfer,Premium,Gujarat,₹ 1675.21,₹ 8.38,₹ 1.51
T00042901,2025-08-27 00:00:00,Ishaan Reddy,Success,Interest Credit,Retail,Gujarat,₹ 2458.91,₹ 2.46,₹ 0.44
T00043633,2025-08-04 00:00:00,Vivaan Bansal,Success,Deposit,Retail,Gujarat,₹ 28140.39,₹ 56.28,₹ 10.13
T00043794,2025-08-29 00:00:00,Anika Singh,Success,Loan EMI,Retail,Gujarat,₹ 19417.25,₹ 97.09,₹ 17.48
T00044114,2025-08-29 00:00:00,Pooja Mehta,Success,Deposit,Retail,Gujarat,₹ 4163.29,₹ 8.33,₹ 1.50
T00044230,2025-08-02 00:00:00,Vihaan Sharma,Success,Card Payment,Retail,Gujarat,₹ 5952.41,₹ 0.00,₹ 0.00
T00044516,2025-08-09 00:00:00,Vivaan Joshi,Success,Loan EMI,Premium,Gujarat,₹ 10164.82,₹ 20.33,₹ 3.66
T00044540,2025-08-02 00:00:00,Anika Mishra,Success,Loan EMI,SME,Gujarat,₹ 4359.72,₹ 21.80,₹ 3.92
T00044789,2025-08-23 00:00:00,Sai Kapoor,Success,Transfer,Corporate,Gujarat,₹ 4566.37,₹ 0.00,₹ 0.00
T00044853,2025-08-09 00:00:00,Anika Verma,Success,Loan EMI,Retail,Gujarat,₹ 7592.66,₹ 0.00,₹ 0.00
T00045209,2025-08-24 00:00:00,Karan Malhotra,Failed,Loan EMI,Retail,Gujarat,₹ 10030.61,₹ 0.00,₹ 0.00
T00045547,2025-08-01 00:00:00,Amit Agarwal,Success,Investment,Premium,Gujarat,₹ 6622.94,₹ 6.62,₹ 1.19
T00045958,2025-08-19 00:00:00,Kiara Gupta,Success,Card Payment,Premium,Gujarat,₹ 2777.87,₹ 2.78,₹ 0.50
T00046165,2025-08-15 00:00:00,Kiara Mehta,Success,Investment,Retail,Gujarat,₹ 11741.58,₹ 58.71,₹ 10.57
T00046524,2025-08-05 00:00:00,Neha Agarwal,Success,Interest Credit,Retail,Gujarat,₹ 774.82,₹ 1.55,₹ 0.28
T00046572,2025-08-13 00:00:00,Pooja Singh,Success,Deposit,Retail,Gujarat,₹ 25381.24,₹ 0.00,₹ 0.00
T00046848,2025-08-22 00:00:00,Karan Iyer,Success,Investment,SME,Gujarat,₹ 12416.75,₹ 12.42,₹ 2.24
T00047204,2025-08-27 00:00:00,Diya Desai,Failed,Deposit,Premium,Gujarat,₹ 11229.06,₹ 56.15,₹ 10.11
T00047860,2025-08-19 00:00:00,Sneha Kulkarni,Success,Interest Credit,Retail,Gujarat,₹ 689.42,₹ 0.69,₹ 0.12
T00047908,2025-08-05 00:00:00,Karan Reddy,Success,Deposit,Retail,Gujarat,₹ 5746.00,₹ 11.49,₹ 2.07
T00048391,2025-08-19 00:00:00,Priya Bansal,Success,Interest Credit,Premium,Gujarat,₹ 3921.64,₹ 7.84,₹ 1.41
T00049073,2025-08-03 00:00:00,Anika Mehta,Failed,Transfer,Retail,Gujarat,₹ 3983.85,₹ 3.98,₹ 0.72
T00000113,2025-08-04 00:00:00,Ira Malhotra,Success,Transfer,SME,Haryana,₹ 1946.59,₹ 3.89,₹ 0.70
T00000685,2025-08-30 00:00:00,Ishaan Jain,Success,Bill Payment,Corporate,Haryana,₹ 4950.56,₹ 0.00,₹ 0.00
T00002106,2025-08-09 00:00:00,Myra Mehta,Success,Bill Payment,Retail,Haryana,₹ 620.20,₹ 0.62,₹ 0.11
T00003563,2025-08-01 00:00:00,Sneha Kulkarni,Success,Deposit,SME,Haryana,₹ 11802.29,₹ 0.00,₹ 0.00
T00004611,2025-08-07 00:00:00,Ayaan Nair,Success,Fee Charge,Retail,Haryana,₹ 803.00,₹ 0.80,₹ 0.14
T00005887,2025-08-18 00:00:00,Anaya Reddy,Success,Bill Payment,Premium,Haryana,₹ 1801.57,₹ 9.01,₹ 1.62
T00006486,2025-08-04 00:00:00,Aadhya Jain,Success,Investment,Retail,Haryana,₹ 2725.53,₹ 0.00,₹ 0.00
T00006857,2025-08-13 00:00:00,Sai Mehta,Success,Investment,Premium,Haryana,₹ 12177.71,₹ 0.00,₹ 0.00
T00007994,2025-08-30 00:00:00,Diya Kumar,Success,Transfer,Retail,Haryana,₹ 12595.08,₹ 62.98,₹ 11.34
T00008772,2025-08-02 00:00:00,Vihaan Nair,Success,Deposit,Corporate,Haryana,₹ 13327.45,₹ 26.65,₹ 4.80
T00009693,2025-08-15 00:00:00,Karan Malhotra,Success,Refund,Wealth,Haryana,₹ 2760.67,₹ 2.76,₹ 0.50
T00009952,2025-08-28 00:00:00,Diya Iyer,Success,Transfer,SME,Haryana,₹ 7649.23,₹ 15.30,₹ 2.75
T00010610,2025-08-23 00:00:00,Krishna Kulkarni,Failed,Card Payment,Retail,Haryana,₹ 12649.80,₹ 63.25,₹ 11.38
T00011475,2025-08-17 00:00:00,Krishna Kapoor,Success,Transfer,Premium,Haryana,₹ 10357.97,₹ 10.36,₹ 1.86
T00011722,2025-08-03 00:00:00,Kabir Malhotra,Success,Interest Credit,Retail,Haryana,₹ 1559.47,₹ 7.80,₹ 1.40
T00012100,2025-08-25 00:00:00,Diya Nair,Success,Withdrawal,Retail,Haryana,₹ 9158.40,₹ 0.00,₹ 0.00
T00012419,2025-08-16 00:00:00,Anika Malhotra,Failed,Card Payment,Retail,Haryana,₹ 4242.84,₹ 8.49,₹ 1.53
T00012596,2025-08-03 00:00:00,Vivaan Reddy,Success,Loan EMI,Premium,Haryana,₹ 17196.43,₹ 0.00,₹ 0.00
T00015512,2025-08-16 00:00:00,Anika Agarwal,Success,Withdrawal,SME,Haryana,₹ 2589.26,₹ 0.00,₹ 0.00
T00015642,2025-08-05 00:00:00,Reyansh Kumar,Success,Fee Charge,Retail,Haryana,₹ 352.35,₹ 1.76,₹ 0.32
T00015971,2025-08-08 00:00:00,Aadhya Jain,Success,Transfer,Retail,Haryana,₹ 6666.68,₹ 13.33,₹ 2.40
T00018196,2025-08-21 00:00:00,Karan Jain,Failed,Loan EMI,Wealth,Haryana,₹ 8099.40,₹ 0.00,₹ 0.00
T00018452,2025-08-28 00:00:00,Vivaan Reddy,Success,Loan EMI,Retail,Haryana,₹ 8293.17,₹ 41.47,₹ 7.46
T00024293,2025-08-02 00:00:00,Vivaan Nair,Success,Transfer,Retail,Haryana,₹ 17189.11,₹ 17.19,₹ 3.09
T00026458,2025-08-05 00:00:00,Diya Iyer,Success,Loan EMI,SME,Haryana,₹ 18067.78,₹ 36.14,₹ 6.51
T00026665,2025-08-04 00:00:00,Aditya Desai,Success,Investment,Retail,Haryana,₹ 21092.07,₹ 105.46,₹ 18.98
T00027299,2025-08-09 00:00:00,Krishna Iyer,Success,Loan EMI,Retail,Haryana,₹ 10303.80,₹ 20.61,₹ 3.71
T00027355,2025-08-27 00:00:00,Diya Patel,Success,Deposit,Corporate,Haryana,₹ 8173.49,₹ 16.35,₹ 2.94
T00027858,2025-08-02 00:00:00,Ira Verma,Success,Refund,Retail,Haryana,₹ 3217.37,₹ 0.00,₹ 0.00
T00029571,2025-08-19 00:00:00,Ishaan Jain,Success,Card Payment,Retail,Haryana,₹ 1570.59,₹ 0.00,₹ 0.00
T00030477,2025-08-08 00:00:00,Pari Joshi,Success,Withdrawal,Retail,Haryana,₹ 1118.16,₹ 0.00,₹ 0.00
T00035461,2025-08-18 00:00:00,Priya Kulkarni,Success,Loan EMI,Retail,Haryana,₹ 4408.73,₹ 8.82,₹ 1.59
T00035464,2025-08-25 00:00:00,Krishna Singh,Success,Loan EMI,Retail,Haryana,₹ 49597.92,₹ 0.00,₹ 0.00
T00036377,2025-08-19 00:00:00,Ira Gupta,Success,Transfer,SME,Haryana,₹ 8155.29,₹ 16.31,₹ 2.94
T00036934,2025-08-20 00:00:00,Sara Kumar,Success,Bill Payment,Retail,Haryana,₹ 7445.09,₹ 7.45,₹ 1.34
T00037276,2025-08-21 00:00:00,Neha Mishra,Success,Investment,Premium,Haryana,₹ 6839.66,₹ 0.00,₹ 0.00
T00037601,2025-08-17 00:00:00,Krishna Kumar,Success,Transfer,Premium,Haryana,₹ 10297.78,₹ 0.00,₹ 0.00
T00038005,2025-08-28 00:00:00,Diya Reddy,Failed,Fee Charge,Retail,Haryana,₹ 748.90,₹ 0.75,₹ 0.14
T00038444,2025-08-27 00:00:00,Kabir Jain,Success,Transfer,Retail,Haryana,₹ 3531.78,₹ 3.53,₹ 0.64
T00040819,2025-08-27 00:00:00,Rohan Sharma,Success,Card Payment,Retail,Haryana,₹ 904.00,₹ 0.90,₹ 0.16
T00041196,2025-08-28 00:00:00,Aadhya Joshi,Success,Deposit,SME,Haryana,₹ 16495.60,₹ 32.99,₹ 5.94
T00042754,2025-08-23 00:00:00,Aarav Mishra,Success,Refund,Corporate,Haryana,₹ 398.85,₹ 0.40,₹ 0.07
T00043220,2025-08-12 00:00:00,Diya Patel,Success,Loan EMI,SME,Haryana,₹ 33284.75,₹ 33.28,₹ 5.99
T00043636,2025-08-15 00:00:00,Ayaan Joshi,Success,Card Payment,Retail,Haryana,₹ 1269.69,₹ 6.35,₹ 1.14
T00043846,2025-08-12 00:00:00,Vihaan Chopra,Success,Loan EMI,Corporate,Haryana,₹ 9010.70,₹ 0.00,₹ 0.00
T00044539,2025-08-12 00:00:00,Ira Kapoor,Failed,Transfer,Retail,Haryana,₹ 8732.35,₹ 0.00,₹ 0.00
T00045674,2025-08-09 00:00:00,Rahul Singh,Success,Deposit,Retail,Haryana,₹ 5301.92,₹ 0.00,₹ 0.00
T00046816,2025-08-19 00:00:00,Priya Kulkarni,Pending,Interest Credit,Retail,Haryana,₹ 173.82,₹ 0.17,₹ 0.03
T00049122,2025-08-15 00:00:00,Sneha Gupta,Success,Bill Payment,Corporate,Haryana,₹ 3870.48,₹ 7.74,₹ 1.39
T00000820,2025-08-15 00:00:00,Sara Mehta,Success,Card Payment,Wealth,Karnataka,₹ 3715.19,₹ 3.72,₹ 0.67
T00000841,2025-08-09 00:00:00,Vihaan Kapoor,Success,Loan EMI,Retail,Karnataka,₹ 4776.45,₹ 0.00,₹ 0.00
T00000951,2025-08-14 00:00:00,Amit Malhotra,Success,Bill Payment,Premium,Karnataka,₹ 7877.41,₹ 7.88,₹ 1.42
T00001306,2025-08-15 00:00:00,Pari Patel,Success,Interest Credit,Premium,Karnataka,₹ 2077.09,₹ 2.08,₹ 0.37
T00001569,2025-08-29 00:00:00,Krishna Mishra,Success,Loan EMI,Retail,Karnataka,₹ 2507.19,₹ 0.00,₹ 0.00
T00002211,2025-08-21 00:00:00,Ira Chopra,Success,Loan EMI,Retail,Karnataka,₹ 7488.28,₹ 7.49,₹ 1.35
T00002303,2025-08-07 00:00:00,Karan Chopra,Success,Investment,SME,Karnataka,₹ 18729.66,₹ 0.00,₹ 0.00
T00002425,2025-08-13 00:00:00,Sneha Agarwal,Success,Loan EMI,Wealth,Karnataka,₹ 16728.64,₹ 0.00,₹ 0.00
T00002467,2025-08-30 00:00:00,Amit Iyer,Success,Deposit,Premium,Karnataka,₹ 10034.74,₹ 50.17,₹ 9.03
T00002491,2025-08-29 00:00:00,Vivaan Agarwal,Success,Fee Charge,Corporate,Karnataka,₹ 531.99,₹ 1.06,₹ 0.19
T00002529,2025-08-30 00:00:00,Priya Patel,Success,Withdrawal,Corporate,Karnataka,₹ 1287.05,₹ 0.00,₹ 0.00
T00002694,2025-08-14 00:00:00,Anika Mehta,Success,Interest Credit,Retail,Karnataka,₹ 3514.12,₹ 7.03,₹ 1.27
T00002758,2025-08-11 00:00:00,Anika Jain,Success,Fee Charge,Retail,Karnataka,₹ 144.64,₹ 0.14,₹ 0.03
T00003103,2025-08-07 00:00:00,Vivaan Patel,Failed,Transfer,Corporate,Karnataka,₹ 8582.78,₹ 0.00,₹ 0.00
T00003871,2025-08-01 00:00:00,Rahul Agarwal,Success,Loan EMI,Retail,Karnataka,₹ 7757.11,₹ 38.79,₹ 6.98
T00003940,2025-08-15 00:00:00,Pooja Kapoor,Success,Withdrawal,Retail,Karnataka,₹ 3007.63,₹ 15.04,₹ 2.71
T00004172,2025-08-15 00:00:00,Ishaan Bansal,Success,Investment,Retail,Karnataka,₹ 6095.81,₹ 0.00,₹ 0.00
T00004191,2025-08-20 00:00:00,Sneha Kapoor,Pending,Bill Payment,Retail,Karnataka,₹ 15678.30,₹ 15.68,₹ 2.82
T00004202,2025-08-23 00:00:00,Krishna Reddy,Success,Loan EMI,Retail,Karnataka,₹ 5369.57,₹ 0.00,₹ 0.00
T00004247,2025-08-21 00:00:00,Myra Gupta,Success,Refund,SME,Karnataka,₹ 828.03,₹ 0.00,₹ 0.00
T00004277,2025-08-12 00:00:00,Pooja Sharma,Failed,Investment,Wealth,Karnataka,₹ 12222.73,₹ 0.00,₹ 0.00
T00004563,2025-08-26 00:00:00,Aditya Mishra,Success,Bill Payment,Retail,Karnataka,₹ 1791.05,₹ 3.58,₹ 0.64
T00004890,2025-08-15 00:00:00,Kiara Sharma,Success,Loan EMI,Retail,Karnataka,₹ 5348.79,₹ 0.00,₹ 0.00
T00005110,2025-08-30 00:00:00,Vihaan Mehta,Success,Loan EMI,Corporate,Karnataka,₹ 7060.02,₹ 7.06,₹ 1.27
T00005124,2025-08-18 00:00:00,Aarav Mishra,Success,Refund,Retail,Karnataka,₹ 1480.18,₹ 0.00,₹ 0.00
T00005429,2025-08-04 00:00:00,Rahul Iyer,Success,Transfer,Premium,Karnataka,₹ 24979.27,₹ 0.00,₹ 0.00
T00005597,2025-08-18 00:00:00,Rahul Kumar,Failed,Investment,Retail,Karnataka,₹ 3040.53,₹ 0.00,₹ 0.00
T00005832,2025-08-30 00:00:00,Rahul Kulkarni,Success,Card Payment,Retail,Karnataka,₹ 28088.25,₹ 140.44,₹ 25.28
T00005851,2025-08-23 00:00:00,Myra Verma,Success,Investment,Retail,Karnataka,₹ 12342.83,₹ 0.00,₹ 0.00
T00006311,2025-08-20 00:00:00,Ayaan Nair,Success,Loan EMI,Premium,Karnataka,₹ 51090.85,₹ 0.00,₹ 0.00
T00006781,2025-08-04 00:00:00,Krishna Joshi,Success,Fee Charge,Retail,Karnataka,₹ 783.13,₹ 0.00,₹ 0.00
T00006908,2025-08-11 00:00:00,Diya Gupta,Success,Deposit,Premium,Karnataka,₹ 3496.40,₹ 0.00,₹ 0.00
T00007113,2025-08-02 00:00:00,Ishaan Bansal,Success,Loan EMI,Premium,Karnataka,₹ 4701.47,₹ 0.00,₹ 0.00
T00007666,2025-08-10 00:00:00,Ishaan Patel,Success,Withdrawal,Retail,Karnataka,₹ 2024.00,₹ 4.05,₹ 0.73
T00008029,2025-08-06 00:00:00,Vivaan Patel,Failed,Loan EMI,Corporate,Karnataka,₹ 3683.27,₹ 3.68,₹ 0.66
T00008113,2025-08-10 00:00:00,Amit Singh,Success,Interest Credit,Premium,Karnataka,₹ 1437.48,₹ 0.00,₹ 0.00
T00008651,2025-08-19 00:00:00,Rohan Chopra,Success,Transfer,Corporate,Karnataka,₹ 5689.70,₹ 0.00,₹ 0.00
T00008922,2025-08-03 00:00:00,Anika Nair,Success,Deposit,Retail,Karnataka,₹ 5290.58,₹ 0.00,₹ 0.00
T00009591,2025-08-10 00:00:00,Rohan Joshi,Success,Refund,Wealth,Karnataka,₹ 3857.07,₹ 7.71,₹ 1.39
T00009632,2025-08-22 00:00:00,Vihaan Agarwal,Success,Withdrawal,Retail,Karnataka,₹ 3740.26,₹ 3.74,₹ 0.67
T00010378,2025-08-30 00:00:00,Krishna Reddy,Success,Loan EMI,Retail,Karnataka,₹ 12031.81,₹ 12.03,₹ 2.17
T00010977,2025-08-26 00:00:00,Kiara Jain,Success,Withdrawal,SME,Karnataka,₹ 1225.39,₹ 1.23,₹ 0.22
T00011003,2025-08-10 00:00:00,Kabir Reddy,Success,Card Payment,SME,Karnataka,₹ 1926.59,₹ 1.93,₹ 0.35
T00011125,2025-08-17 00:00:00,Riya Bansal,Failed,Loan EMI,Retail,Karnataka,₹ 6039.88,₹ 0.00,₹ 0.00
T00011291,2025-08-17 00:00:00,Aditya Sharma,Success,Bill Payment,SME,Karnataka,₹ 8474.60,₹ 0.00,₹ 0.00
T00011402,2025-08-18 00:00:00,Vivaan Agarwal,Pending,Investment,Retail,Karnataka,₹ 14415.65,₹ 72.08,₹ 12.97
T00011610,2025-08-03 00:00:00,Aadhya Singh,Failed,Fee Charge,Premium,Karnataka,₹ 508.81,₹ 2.54,₹ 0.46
T00011645,2025-08-28 00:00:00,Neha Iyer,Success,Fee Charge,SME,Karnataka,₹ 628.47,₹ 1.26,₹ 0.23
T00012022,2025-08-24 00:00:00,Amit Reddy,Success,Deposit,Retail,Karnataka,₹ 12461.22,₹ 0.00,₹ 0.00
T00012065,2025-08-07 00:00:00,Karan Desai,Success,Card Payment,Retail,Karnataka,₹ 2971.78,₹ 14.86,₹ 2.67
T00012338,2025-08-08 00:00:00,Karan Chopra,Success,Withdrawal,SME,Karnataka,₹ 5297.57,₹ 10.60,₹ 1.91
T00012360,2025-08-30 00:00:00,Nisha Jain,Success,Deposit,Retail,Karnataka,₹ 11019.91,₹ 11.02,₹ 1.98
T00012406,2025-08-25 00:00:00,Ayaan Nair,Success,Interest Credit,Premium,Karnataka,₹ 426.49,₹ 0.43,₹ 0.08
T00014287,2025-08-27 00:00:00,Vivaan Agarwal,Success,Interest Credit,Retail,Karnataka,₹ 702.87,₹ 1.41,₹ 0.25
T00014545,2025-08-08 00:00:00,Sneha Desai,Success,Interest Credit,Retail,Karnataka,₹ 55.91,₹ 0.11,₹ 0.02
T00015160,2025-08-09 00:00:00,Karan Desai,Success,Fee Charge,SME,Karnataka,₹ 413.86,₹ 2.07,₹ 0.37
T00015186,2025-08-02 00:00:00,Ira Bansal,Success,Loan EMI,SME,Karnataka,₹ 8109.73,₹ 0.00,₹ 0.00
T00015422,2025-08-23 00:00:00,Aarav Iyer,Success,Transfer,Retail,Karnataka,₹ 18007.53,₹ 0.00,₹ 0.00
T00015530,2025-08-23 00:00:00,Reyansh Mishra,Success,Deposit,Premium,Karnataka,₹ 27627.33,₹ 55.25,₹ 9.95
